Ref,CharDate,Character,CharNote,CDate,UDate,CName,UName
510,,226,"First Appeared 01/09/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
511,,229,"First Appeared 01/03/55","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
512,,230,"First Appeared 06/06/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
513,,231,"First Appeared 05/09/63","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
514,,234,"First Appeared 23/08/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
515,,236,"First Appeared 17/09/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
516,,238,"First Appeared 15/03/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
517,,239,"First Appeared 08/12/65","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
518,,241,"First Appeared 01/01/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
519,,242,"First Appeared 01/01/55","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
521,,244,"First Appeared 01/01/56","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
522,,245,"First Appeared 04/09/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
523,,247,"First Appeared 04/09/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
526,,252,"First Appeared 29/10/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
527,,255,"First Appeared 05/11/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
528,,256,"First Appeared 28/02/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
529,,258,"First Appeared 31/05/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
530,,259,"First Appeared 06/05/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
531,,261,"First Appeared 01/08/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
532,,262,"First Appeared 01/06/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
533,,263,"First Appeared 09/08/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
534,,264,"First Appeared 05/06/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
535,,265,"First Appeared 26/03/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
536,,266,"First Appeared 06/11/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
537,,267,"First Appeared 29/08/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
538,,268,"First Appeared 30/08/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
539,,269,"First Appeared 02/11/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
540,,271,"First Appeared 29/08/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
541,,272,"First Appeared 21/09/93","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
542,,284,"First Appeared 08/07/86","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
543,,285,"First Appeared 23/01/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
544,,290,"First Appeared 30/06/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
545,,291,"First Appeared 06/07/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
546,,296,"First Appeared 15/07/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
547,,300,"First Appeared 19/08/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
548,,301,"First Appeared 29/08/94 Community police office","02/09/99 00:00:00","05/20/99 10:07:01","DataEase","fishec50"
549,,302,"First Appeared 06/09/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
550,,303,"First Appeared 09/09/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
551,,304,"First Appeared 12/09/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
552,,305,"First Appeared 28/09/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
553,,311,"First Appeared 28/01/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
554,,312,"First Appeared 01/01/51","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
555,,313,"First Appeared 01/02/54","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
556,,316,"First Appeared 16/08/93","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
558,,321,"First Appeared 17/03/64","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
559,,322,"First Appeared 19/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
560,,323,"First Appeared 19/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
561,,324,"First Appeared 22/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
562,,325,"First Appeared 23/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
563,,326,"First Appeared 22/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
564,,328,"First Appeared 16/01/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
565,,329,"First Appeared 10/01/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
566,,330,"First Appeared 01/01/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
567,,331,"First Appeared 02/12/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
568,,332,"First Appeared 08/03/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
569,,335,"First Appeared 04/05/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
570,,336,"First Appeared 05/01/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
571,,337,"First Appeared 02/02/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
572,,338,"First Appeared 20/02/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
574,,344,"First Appeared 15/03/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
575,,345,"First Appeared 03/04/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
576,"04/18/95 00:00:00",346,"First Appeared 18/04/95 Hair Blond They live in Birmingham. Her mum has a garden. Her Dad drives a lorry","02/09/99 00:00:00","06/26/01 15:31:03","DataEase","fishec50"
578,,359,"First Appeared 26/07/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
579,,364,"First Appeared 09/10/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
580,,366,"First Appeared 31/10/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
581,,369,"First Appeared 09/10/83","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
582,,370,"First Appeared 01/01/54","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
583,,372,"First Appeared 13/08/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
584,,373,"First Appeared 23/01/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
585,,375,"First Appeared 12/02/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
586,,376,"First Appeared 29/08/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
587,,377,"First Appeared 02/05/78","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
588,,381,"First Appeared 25/04/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
589,,382,"First Appeared 01/04/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
590,,383,"First Appeared 09/11/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
591,,384,"First Appeared 05/08/77","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
592,,385,"First Appeared 26/12/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
593,,386,"First Appeared 11/11/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
594,,389,"First Appeared 07/03/77","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
595,,391,"First Appeared 11/12/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
596,,392,"First Appeared 04/04/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
597,,393,"First Appeared 30/01/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
598,,394,"First Appeared 15/09/81","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
599,,397,"First Appeared 03/11/70","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
600,,398,"First Appeared 10/06/71","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
601,,400,"First Appeared 01/06/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
602,,401,"First Appeared 01/06/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
603,,404,"First Appeared 16/09/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
604,,408,"First Appeared 22/02/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
605,,410,"First Appeared 26/02/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
606,,411,"First Appeared 29/02/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
607,,412,"First Appeared 24/08/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
608,,413,"First Appeared 24/06/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
609,,414,"First Appeared 07/12/68","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
610,,415,"First Appeared 24/06/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
611,,421,"First Appeared 04/03/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
612,,423,"First Appeared 03/05/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
613,,426,"First Appeared 22/07/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
614,,429,"First Appeared 24/10/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
615,,432,"First Appeared 01/09/52","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
616,,435,"First Appeared 19/07/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
617,,437,"First Appeared 03/10/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
618,,440,"First Appeared 25/10/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
619,,442,"First Appeared 10/06/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
620,,446,"First Appeared 08/03/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
621,,449,"First Appeared 19/11/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
622,,450,"First Appeared 21/11/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
623,,451,"First Appeared 27/11/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
624,,453,"First Appeared 12/10/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
625,,454,"First Appeared 02/12/96","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
626,,455,"First Appeared 05/02/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
627,,457,"First Appeared 01/01/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
628,,458,"First Appeared 09/01/56","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
629,,459,"First Appeared 26/01/59","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
631,,462,"First Appeared 09/02/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
632,,463,"First Appeared 01/11/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
633,,465,"First Appeared 18/04/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
634,,466,"First Appeared 12/12/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
635,"11/18/70 00:00:00",470,"First Appeared 18/11/70 Last Appeared 22/08/72","02/09/99 00:00:00","04/11/01 17:01:23","DataEase","fishec50"
636,,472,"First Appeared 04/11/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
637,,477,"First Appeared 07/04/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
638,,478,"First Appeared 13/12/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
639,,479,"First Appeared 24/04/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
640,,480,"First Appeared 17/06/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
641,,481,"First Appeared 29/10/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
644,,484,"First Appeared 17/07/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
645,,486,"First Appeared 15/08/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
646,,488,"First Appeared 13/09/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
647,,490,"First Appeared 13/02/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
648,,491,"First Appeared 10/10/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
649,,494,"First Appeared 03/06/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
651,,503,"First Appeared 23/06/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
652,,505,"First Appeared 04/11/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
653,,513,"First Appeared 28/06/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
654,,514,"First Appeared 07/02/69","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
655,,517,"First Appeared 23/12/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
656,,518,"First Appeared 23/12/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
657,,519,"First Appeared 01/08/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
658,,520,"First Appeared 25/01/99","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
659,,31,"Last Appeared 26/06/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
660,,32,"Last Appeared 16/08/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
661,,35,"Last Appeared 21/02/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
662,,43,"Last Appeared 22/10/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
663,,44,"Last Appeared 20/11/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
664,,54,"Last Appeared 28/06/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
665,,56,"Last Appeared 17/10/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
666,"11/05/98 00:00:00",58,"Last Appeared 05/11/98","02/09/99 00:00:00","06/10/99 15:13:09","DataEase","fishec50"
667,,60,"Last Appeared 01/05/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
668,,63,"Last Appeared 26/09/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
669,,64,"Last Appeared 21/04/98","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
671,,66,"Last Appeared 04/02/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
672,,67,"Last Appeared 31/08/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
674,,72,"Last Appeared 08/04/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
675,,73,"Last Appeared 12/09/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
676,,74,"Last Appeared 16/07/83","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
677,,82,"Last Appeared 09/09/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
678,,85,"Last Appeared 26/02/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
679,,89,"Last Appeared 17/02/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
680,,91,"Last Appeared 20/05/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
681,,93,"Last Appeared 16/07/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
682,,104,"Last Appeared 24/02/93","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
683,,108,"Last Appeared 05/09/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
684,,112,"Last Appeared 07/07/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
685,,114,"Last Appeared 01/12/77","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
686,,115,"Last Appeared 27/11/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
687,,116,"Last Appeared 17/04/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
688,,120,"Last Appeared 13/05/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
689,,121,"Last Appeared 13/03/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
690,,123,"Last Appeared 04/03/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
691,,131,"Last Appeared 05/05/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
693,,136,"Last Appeared 29/12/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
694,,137,"Last Appeared 27/10/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
696,,146,"Last Appeared 07/08/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
698,,151,"Last Appeared 26/01/93","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
700,,153,"Last Appeared 14/01/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
701,,154,"Last Appeared 18/02/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
702,,155,"Last Appeared 02/08/91","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
703,,158,"Last Appeared 19/06/85","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
704,,159,"Last Appeared 17/07/90","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
705,,165,"Last Appeared 16/08/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
707,,167,"Last Appeared 01/06/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
708,,168,"Last Appeared 18/12/92","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
709,,171,"Last Appeared 01/10/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
710,"08/12/69 00:00:00",174,"Last Appeared","02/09/99 00:00:00","01/04/08 10:45:34","DataEase","fishec50"
711,,175,"Last Appeared 23/04/86","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
712,,180,"Last Appeared 01/03/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
713,,181,"Last Appeared 18/01/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
714,,184,"Last Appeared 19/04/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
716,,189,"Last Appeared 22/09/55","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
717,,191,"Last Appeared 01/01/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
718,,192,"Last Appeared 01/08/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
719,,195,"Last Appeared 01/04/68","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
720,,196,"Last Appeared 18/01/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
721,,200,"Last Appeared 14/01/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
722,,202,"Last Appeared 01/06/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
723,,203,"Last Appeared 01/07/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
724,,204,"Last Appeared 10/07/69","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
725,,206,"Last Appeared 23/02/66","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
726,,208,"Last Appeared 16/05/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
727,,209,"Last Appeared 01/04/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
728,,210,"Last Appeared 08/04/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
729,,211,"Last Appeared 08/04/86","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
730,,215,"Last Appeared 03/01/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
731,,217,"Last Appeared 01/03/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
732,,218,"Last Appeared 07/05/65","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
733,,220,"Last Appeared 09/07/59","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
734,,221,"Last Appeared 05/05/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
735,,224,"Last Appeared 01/07/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
736,,226,"Last Appeared 01/11/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
737,,229,"Last Appeared 01/04/64","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
738,,230,"Last Appeared 06/06/60","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
739,,231,"Last Appeared 05/09/63","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
740,,234,"Last Appeared 07/04/69","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
741,,238,"Last Appeared 15/03/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
742,,239,"Last Appeared 08/12/65","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
743,,241,"Last Appeared 25/07/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
745,,244,"Last Appeared 01/01/63","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
746,,245,"Last Appeared 12/04/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
747,,247,"Last Appeared 27/04/73","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
749,,252,"Last Appeared 29/10/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
750,,255,"Last Appeared 05/11/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
751,,256,"Last Appeared 28/02/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
752,,258,"Last Appeared 02/06/76","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
753,,259,"Last Appeared 06/05/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
754,,261,"Last Appeared 01/08/67","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
755,,262,"Last Appeared 01/06/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
756,,263,"Last Appeared 21/08/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
757,,264,"Last Appeared 08/06/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
758,,265,"Last Appeared 08/06/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
759,,266,"Last Appeared 06/11/62","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
760,,267,"Last Appeared 29/08/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
761,,268,"Last Appeared 14/11/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
762,,269,"Last Appeared 07/11/72","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
763,,271,"Last Appeared 01/12/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
764,,285,"Last Appeared 03/06/97","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
765,,291,"Last Appeared 11/08/95","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
766,,303,"Last Appeared 28/10/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
767,,326,"Last Appeared 23/12/94","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
768,,331,"Last Appeared 09/05/78","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
769,,332,"Last Appeared 04/02/78","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
770,,333,"Last Appeared 18/01/99","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
771,,335,"Last Appeared 25/10/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
772,,336,"Last Appeared 17/06/87","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
774,,370,"Last Appeared 23/05/80","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
775,,376,"Last Appeared 19/03/84","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
776,,381,"Last Appeared 01/05/74","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
777,,382,"Last Appeared 01/01/69","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
778,,383,"Last Appeared 09/11/89","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
779,,384,"Last Appeared 09/09/77","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
780,,385,"Last Appeared 26/12/75","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
781,,386,"Last Appeared 11/11/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
782,,388,"Last Appeared 31/12/61","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
783,,391,"Last Appeared 12/12/58","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
784,,392,"Last Appeared 10/08/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
785,,394,"Last Appeared 23/01/82","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
786,,404,"Last Appeared 23/11/79","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
787,,412,"Last Appeared 09/05/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
788,,413,"Last Appeared 13/05/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
789,,414,"Last Appeared 13/05/88","02/09/99 00:00:00","02/09/99 00:00:00","DataEase","DataEase"
