25-Aug-14,3,"Outside St Judeês, immediately after.  ","Ralph catches up with Isabel at the side of the road.  He asks her why she doesnêt want to spend time with him.  Isabel says this is not a conversation for a public place but Ralph insists.  She says that she cannot bear being close to Ralph and not being allowed to touch him.  Ralph agrees that itês agony and suggests an assignation _ but before anything can be arranged, they are interrupted by Dorothea, in pursuit of Ralph to tell him off for agreeing to the Cake Sale.  Isabel says she will help, and escapes.","Ralph, Isabel, Dorothea"
25-Aug-14,4,The Frostês studio.  11am.  ,"Sidney and Kitty return from the station.  They are met by a new customer, IVY LAYTON, who wants a photograph taken for her war-bound sweetheart.  Ivy has arrived in Folkestone from Maidstone.  She is the new assistant manager at the Pleasure Gardens Theatre.  Kitty is impressed that the theatre manager has a female assistant.  Ivy assures her that itês all entirely above board but, because it is the theatre, people always assume the worst.  In fact, she was once a chorus girl _ thatês how she first became involved in the theatre _ but quickly found that management was more her thing.  The only photographs she has of herself are from her chorus girl days and she wants something rather more demure for her sweetheart.","Sidney, Kitty, Ivy"
25-Aug-14,4,,Sidney thinks Ivy could prove a good connection.  The theatre will always want photographs _ it could be a steady line of business.  Ivy talks about the importance of keeping peoples spirits up and the marvellous show they have coming later in the week _ The Arcadians.  One of her very favourites.  Kitty agrees that it sounds memorable and hopes she might be able to go.,
25-Aug-14,5,"Outside the German Consulate,  11.30.  ","JESSIE is bored.  ADAM and Jessie have been watching the place all morning.  Canêt they go and do something else?  Adam says Mr Boot canêt be trusted.  He lied about giving him the package.  You canêt trust people who lie.  Adam is convinced Boot is a spy or a traitor.  They have to continue to watch the German Consulate and keep an eye on anyone going in and out.  They can take it in shifts, if she prefers.  She doesnêt _ that would be even more boring."," Adam, Jessie"
25-Aug-14,5,,"Jessie asks if Adam still has the ten shilling note.  He does.  Jessie talks about what they could buy with it but Adam wonêt have it.  Jessie says they could go and ride the switchback.  Adam says it has been closed.  Adam wonders what else he can do to atone for starting the war?  Jessie says her aunt Ida married a Catholic.  Catholics go to confession.  Once youêve confessed your sin, it is wiped away.  Adam is very taken with this idea.",
25-Aug-14,6,St Judeês Hall.  12.00.  ,"Ivy Layton arrives to offer Dorothea her assistance.  Mrs Gibbons is immediately suspicious of Ivy because she is in showbusiness but, to her chagrin, Dorothea says everyone is welcome if they are prepared to work.  When the subject of the Cake Sale comes up, Ivy confesses to being a terrible cook (which Mrs Gibbons regards as a sign of moral turpitude) but then has the idea that she could perhaps sing _ and persuade some of the visiting artistes at the theatre to provide entertainment.  Dorothea thinks this is a splendid idea and overrides Mrs Gibbons objections.","Ivy, Dorothea, Mrs Gibbons, Norman"
25-Aug-14,6,,"PC NORMAN STONE brings Henri to Dorothea and Mrs Gibbons. Henri has been in prison over the weekend but as far as Norman can tell heês more upset than dangerous.  Dorothea asks after the Stone family.  Hearing there are a lot of boys, Mrs Gibbons says she hopes they will be joining up.",
25-Aug-14,6,,"Dorothea finds Henri a place at the dormitory but despite the best efforts of Dorothea and Mrs Gibbons, he will not speak.  Mrs Gibbons talks very loudly, as if this will help him to understand.  She wants to know why one of his boots has been laced with string.",
25-Aug-14,7,The Wilson house.  6pm.  ,"Kitty is making supper as Albert gets home from a long, hard day.  Florrie is out delivering laundry back to her customers.  Adam sits down with Albert and asks him the question heês being dying to ask all day.  Could he become a Catholic?  Albert gives him short shrift and Kitty teases him about bells and smells.","Kitty, Adam, Albert"
25-Aug-14,8,The Vicarage.  9pm.  ,"Dorothea is writing letters, Ralph is reading the newspaper he hasnêt had time to read yet.  Ralph warns Dorothea not to overtire herself.  When Ralph acknowledges that the news from France is not good, Dorothea suggests they send Mrs Gibbons to fight the Hun.  The war would be over by Friday.  It is the first joke Ralph has heard Dorothea make for a long time.","Ralph, Dorothea"
26-Aug-14,1,The Frostsê studio.  11am.   ,"When VICTOR turns up, KITTY is not pleased to see him and avoids him.  Victor has come to see Sidney, who asked him to call when they met at the station yesterday.  LILLIAN knows what this is about _ in fact, it is her idea.  The Frosts want to offer a free portrait photograph in uniform for any soldier going to the Front _ all they would have to pay for is the prints they order.  They need a photograph for their advertising campaign and, as Victor was such a hit in the civilian shots a couple of weeks ago, they wonder if he would be willing to be the poster boy for their new scheme.  The only fee they could offer would be as many prints as he wants.  ","Victor, Kitty, Lillian"
26-Aug-14,1,,"Victor is modest and self-effacing about his looks but agrees, on condition that Kitty will be present at the session.  Itês a surprising condition and Lillian is intrigued.  She agrees.  She asks Victor if he has time to stay for a cup of tea.",
26-Aug-14,2,"St Judeês Vicarage, 11.10am.   ",RALPH is on the telephone to Hillary (unheard) about tonightês Refugee Committee meeting when he sees ADAM has found his way into his study.  He ends the call with Hillary and gives the boy his attention.,"Adam, Ralph"
26-Aug-14,2,,"Adam tells Ralph that he wants to confess his sins, like Catholics do.  Ralph explains that the Anglican church doesnêt take routine confessions _ and he canêt imagine that Adam can have done anything bad enough to justify making an exception to the rule.  Gently, he tells the boy that we all have sins we wish to be cleansed of, even Ralph himself.  Instead of confessing, the Anglican way is to atone, to wash our souls clean by good deeds.  Adam says that that seems very hard.  Ralph agrees.  Adam asks what good deeds he could do.  Ralph suggests that Adam help Dorothea with the cake sale.",
26-Aug-14,3,"The Frostsê studio, 11.15am.  ","Kitty brings tea for Lillian and Victor.  Lillian asks her to join them and then leaves when the shop bell rings.  Kitty is short with Victor.  He asks if he has done something to offend her.  Kitty says, tartly, that he has spent the last week trying to ingratiate himself with her family even though she has told him there is someone else.  (If she didnêt say that in week 3, she could say it here).  Victor says he wants to make a good impression because he likes her very much, enjoys her company and would very much like to see her again.","Kitty, Victor, Lillian"
26-Aug-14,3,,Victor asks lots of questions about Kittyês young man.  She finds it increasingly difficult to answer.,
26-Aug-14,3,,"Lillian returns.  The shop customer was Ivy Layton who has dropped off two complimentary tickets for The Arcadians at the Pleasure Gardens Theatre at the end of the week.  Unfortunately, she and Sidney are otherwise engaged.  Perhaps Victor would like them?  Victor is delighted but has nobody to take.  Lillian says that Kitty had expressed a desire to see the show.  Victor says he would like to invite her for supper beforehand.  Kitty is furious with them both but, with Lillian demolishing every objection she tries, she cannot reasonably refuse.",
26-Aug-14,4,"Outside the German Consulate, 12.00.  ","JESSIE has been holding the fort when Adam arrives and tells her what Ralph said.   Jessie wonders what Ralph could have done that he would want to wash himself free of sin.  Do vicars sin?  And if so, what kind of sins do they commit?","Adam, Jessie"
26-Aug-14,4,,"Jessie speculates, rather shocking Adam.  Jessie speculates that maybe the lightning strike wasnêt God punishing Adam.  Maybe he was punishing someone else.  What if it was the Vicar?   Itês not as if Adam was turned into a pillar of salt, like Lotês wife.  In any case, Adam and Jessie decide to do as many good deeds as they can.  To Jessieês frustration, Adam says that watching the German Consulate counts as a good deed. ",
26-Aug-14,5,"Husband Memorial Hall, 12.30.  ","ISABEL is interviewing and registering Belgians newly arrived at the harbour.  The next person she interviews is MARIEKE and her baby MATHIEU.  Marieke is stressed, the baby fretful.  Marieke is a housemaid from Louvain and saw terrible things when the Germans entered the town.  She herself was assaulted and almost raped.  Isabel is the first person she has been able to talk to about this so it pours out in a rush, even though Isabel has a queue of people waiting to be seen.  Marieke speaks broken English because her former mistress, now dead, was Scottish and married a Belgian.","Isabel, Marieke"
26-Aug-14,5,,"Isabel gently asks about Mathieu and his father.  Marieke explains that the boy is not actually her baby.  She found him crying on a street corner in Louvain and has been looking after him ever since.  But she has grown fond of him and does not want to be separated from him.  She begs Isabel to find her a home where she can look after the child.  Isabel explains that it isnêt easy to find long term accommodation for a mother with an infant but for tonight she will have a bed at St Judeês.  If Marieke would like to go through to the next room and have something to eat, Isabel will take her there later.  ",
26-Aug-14,6,The German Consulate 2pm.  ,"Adam and Jessie are still watching.  They speculate about the tower and how easy it would be to send signals from the windows at the top.  Jessie notices a man standing quite still across the road, staring at them.   It is Henri _ we identify him because Jessie immediately spots that one of his boots is tied up with string.  He has somehow sneaked up on them.  Where did he come from? asks Adam.  Did he come from the Consulate?  Jessie didnêt see.  Adam is frustrated.  They christen Henri _LacesÓ because of his odd footwear.  ","Adam, Jessie"
26-Aug-14,6,,Adam and Jessie duck behind a wall as Mr Boot comes down the hill.  They watch as (unheard)  Mr Boot says a few words to Henri and gives him some money.  Adam and Jessie decide that this is very suspicious indeed and set off to follow Henri as he disappears down towards the harbour.  ,
26-Aug-14,7,"The Harbourside, 3pm.  ","Another boat of refugees has arrived and, as usual, a crowd has gathered to watch it.   Isabel and Marieke, heading for St Judeês, meet Ralph coming down to help _ their exchange is formal and awkward, though Ralph is very nice to Marieke and makes a fuss of Mathieu.","Ralph, Isabel, Marieke, Adam, Jessie"
26-Aug-14,7,,"Adam and Jessie have followed Henri.  Jessie says he doesnêt seem very suspicious to her.  All he is doing is staring at the crowd and looking sad.  There are plenty of people who are doing that.  Adam says that that is his cover.  _LacesÓ may not have done anything suspicious yet, but he will!",
27-Aug-14,1,"The Vicarage, 8am","RALPH and DOROTHEA are having breakfast when ESME runs in to say that Dorothea must come at once.  MRS GIBBONS is in the hall, making the most dreadful fuss.  Ralph escapes as Mrs Gibbons barges in, demanding immediate action.","Ralph, Dorothea, Esme, Mrs Gibbons"
27-Aug-14,1,,Dorothea assumes it is something to do with the Cake Sale but Mrs Gibbons quickly tells her that she has arrived to find uproar at the Church Hall.  That baby has been screaming all night.  Nobody has had a wink of sleep and everyone is complaining loudly.  Something must be done.,
27-Aug-14,1,,Dorothea undertakes to telephone Isabel to see if Marieke can be quickly and easily rehomed.,
27-Aug-14,2,"Graham House, 8.15am","GABRIEL is stressed and ISABEL is quick to recognise the signs.  Itês one meeting after another for Gabriel.  Last nightês Belgian Refugee Committee meeting went well but the Mayor has asked him to speak tonight at the Call To Arms meeting at the Town Hall.  Why he should be called upon, he has no idea.  The Mayor will be speaking and so will the Archbishop of Canterbury.  They are forming a new battalion of the Buffs and want to fill it with local men.  Will Isabel help him with his speech?","Gabriel, Isabel, Dorothea"
27-Aug-14,2,,Isabel says that she will do everything she can but she has a busy day herself.  Gabriel reminds her that she has a duty to him but she replies that she also has a duty to her country and St Judeês.,
27-Aug-14,2,,"The conversation is interrupted by Dorotheaês telephone call.  Gabriel answers crossly and passes it to Isabel, reminding her that it was only installed for his important council business.  Isabel listens as Dorothea explains the Marieke problem.  Seeing an immediate solution, she asks Gabriel if they could put up a Belgian mother and child for a few nights.  Gabriel, already out of sorts, is not prepared to have the disruption of a child in the house.  Isabel tells Dorothea she will come to St Judeês immediately to sort things out.",
27-Aug-14,3,"The Vicarage, 9am","Esme is trying to cope with all the activity _ the telephone ringing, donations arriving for the dormitory, instructions from Dorothea about the Cake Sale and interference from Mrs Gibbons on the same subject.  When she finally finds herself alone in the hallway, Esme suddenly stops dead, bursts into tears and sits down on the stairs.","Esme, Dorothea, Mrs Gibbons, Isabel"
27-Aug-14,3,,"Isabel finds her there.  Esme is immediately all apologies but Isabel is enormously sympathetic, which makes Esme warm to her even more.  Isabel tells Esme she has an idea which solve all their problems.",
27-Aug-14,4,"The Church Hall, 9.15am.","Mathieu is still wailing.  Mrs Gibbons is giving MARIEKE a difficult time about it, despite Dorotheaês increasingly firm interventions.  Clearly a row is building between Dorothea and Mrs Gibbons.","Marieke, Dorothea, Mrs Gibbons, Esme, Isabel"
27-Aug-14,4,,"Isabel arrives from the Vicarage, with Esme in tow. Isabel has a proposition.  She asks Dorothea to take in Marieke at the Vicarage.  She has already considered the practicalities.  Marieke could either share with Esme or the box room could be made ready for both Marieke and the baby.  Marieke is an experienced housemaid, after all, and can soon be trained to Dorotheaês ways.  ",
27-Aug-14,4,,"When she realises that Dorothea is being offered what she perceives to be a Çcheap servantê, Mrs Gibbons offers her home as an alternative.  But seeing Mariekeês dismay at that prospect, Dorothea agrees briskly to Isabelês proposal.",
27-Aug-14,4,,Esme is not happy at the idea of sharing her room so is very helpful about reorganising the box room.,
27-Aug-14,5,"The Graham House, 2pm","Gabriel is practising his speech for the Call To Arms meeting tonight and is annoyed to be interrupted by the phone ringing yet again.  This time itês RALPH, with the news that the first wounded arrived home quietly this morning.  More are expected this afternoon and quite a crowd is expected at the Harbour.  There are plans to make quite a fuss of Çour boysê and it would be tremendous if Gabriel could be there to welcome them.  ","Gabriel, Ralph"
27-Aug-14,6,"The Harbourside, 3.30.","A crowd has gathered, with a band, to welcome the returning wounded.  Ralph, Dorothea, Isabel and Mrs Gibbons have come down from St Judeês and are part of the crowd (helping us to dramatise the events).  Hillary joins them and we hear Gabriel at a distance giving a welcoming address.  We establish that the soldiers are not badly wounded but, as they are driven away to Shorncliffe Camp, Ralph comments that with the war news continuing to be bad and the BEF retreating, it wonêt be long before they will have to steel themselves for more serious casualties.","Gabriel, Ralph, Isabel, Dorothea, Mrs Gibbons"
27-Aug-14,7,"The Vicarage, 7pm","Ralph and Dorothea are having dinner, with Esme serving, when they are disturbed by the cry of a wailing Mathieu.  Dorothea hurries upstairs to sort things out and Marieke is frightened they will be thrown out again.  But no _ Dorothea is charmed by Mathieu and he immediately calms down when she holds him.","Ralph, Dorothea, Esme, Marieke"
27-Aug-14,7,,Dorothea says they should at least try to find the babyês parents.  There must be lots of other Belgian refugees looking for their loved ones.  She will speak to Hillary about tomorrow.,
27-Aug-14,7,,Marieke sings a quiet lullaby to the now sleeping Mathieu.,
28-Aug-14,1,"Hillaryês Office, 5pm","HILLARY apologises for keeping DOROTHEA for most of the day but it has been one thing after another.  It turns out that last nightês Call To Arms meeting was not only a success but rather timely as Kitchener has this morning asked for another 100,000 volunteers.  And did she know that the Prime Minister was expected in Folkestone tomorrow.   Councillor Graham will be among the reception committee.","Hillary, Dorothea"
28-Aug-14,1,,"Dorothea asks Hillary if he would ask Gabriel to invite the Prime Minister along to her Cake Sale, if he has time.  It has grown into a rather larger event than she had anticipated, with music and entertainments.  Sheêll ask Isabel to prevail on her father too.",
28-Aug-14,1,,"But, of course, this is not what she has come to talk about.  Given the difficulties of the refugees finding their loved ones, and given that the newspaper is only published weekly, she has come up with an idea.  What does Hillary think of putting up a noticeboard outside the Town Hall where people could leave messages for one another?  A sort of Lost Property Office for people.",
28-Aug-14,1,,Hillary not only thinks itês a good idea but quick and easy to put into practice.  He further suggests that Dorothea could speak to the Frosts.  Perhaps they could take photographs of people seeking their lost loved ones.  ,
28-Aug-14,2,"The Wilson House, 5.30pm","VICTOR calls for KITTY to take her for a light supper before the theatre.  She is surprised.  She had arranged to meet him at the restaurant.  He says, with wry humour, that he was afraid she wouldnêt turn up.  She concedes that she has thought about it.  Then, says Victor, it is a good thing he came, isnêt it?  His gentle manner causes Kitty to thaw a bit.  They set off together but she refuses his offer of an arm.  After all, itês just two people going for a bite to eat.  She doesnêt want to give anyone the wrong idea.","Victor, Kitty"
28-Aug-14,3,"The Vicarage, 6pm","Dorothea arrives home to find Esme leaving for her evening off.  Dorothea asks Esme how Marieke is settling in.  Esme says she seems much calmer.  When is she supposed to start helping her in the house.? Dorothea says that should be Esmeês decision, and Cookês.  As soon as Esme thinks Marieke is ready, Dorothea will speak to her about it.  Esme is flattered to be entrusted with that responsibility.  ","Esme, Dorothea"
28-Aug-14,3,,"Esme warns Dorothea that Mariekeês English is far from fluent.  Dorothea says that she is sure Esme can teach her.  Again, Esme is pleased.  She feels valued.",
28-Aug-14,4,"Restaurant, 6.05pm","Kitty and Victor are eating.  Kitty is concerned that Victor is spending too lavishly but he reassures her that he has money and nobody to spend it on.  As they eat, Victor talks about friendship and respect.  We see _ as does Kitty - how lonely and rather constrained his life has been.  How he doesnêt want to go off to fight with nobody but Aunt Phyllis to write to.  ","Victor, Kitty"
28-Aug-14,4,,"He talks about there being all manner of relationships possible between people.  Itês not just a question of friends, or sweethearts, or spouses.  There are so many variations in between.",
28-Aug-14,4,,He asks if he could write to her when he goes to France _ as a friend.  He knows that there is this other chap and heês the love of her life but heêd appreciate it.,
28-Aug-14,4,,"He draws Kitty out, lowering her guard.  She talks about her feelings for _the other chapÓ and Victor is sympathetic.  She says he should find a better penfriend.  If he knew all about her he wouldnêt be so keen to befriend her.",
28-Aug-14,4,,"Gently, Victor tells her that he knows that Çthe other chapê isnêt coming back.  Kitty is astonished.  How could he know that?  Victor admits that Lillian said something.  Kitty is cross _ Lillian shouldnêt have poked her nose in.   But Victor smoothes things over by saying that Lillian spoke up because she cares about Kitty.  She is lucky to have so many people care about her.",
28-Aug-14,5,"The Vicarage, 10pm","On the landing outside the box room, Dorothea looks in on Mathieu and Marieke, both of whom are sleeping soundly.  Quietly, Ralph comes up behind her.  He didnêt know where she was, he was concerned.  They talk about Mathieu and how charmed they both are by the child.  Dorothea tells Ralph that sheês sure Mathieu will soon be reunited with his parents.  ","Ralph, Dorothea"
28-Aug-14,5,,It is the easiest and most affectionate we have seen them.  Ralph is concerned that Dorothea is overstretching herself but she says she likes feeling useful and hasnêt been so happy in years.  They bid each other goodnight and go to their own rooms.,
28-Aug-14,6,"The Wilson House, 11pm",Kitty arrives home to find Esme about to return to the Vicarage.  She has been to the flicks with Jerry to see The Looters of Liege _ all very frightening.  Esme wants to know all about Kittyês evening.,"Esme, Kitty"
28-Aug-14,6,,Kitty admits that the show was wonderful and she had a nice time.  Victor was the perfect gentleman and very thoughtful.  Perhaps in another life—  ,
28-Aug-14,6,,Esme says maybe she should think about it in this life. ,
28-Aug-14,6,,"Kitty says she couldnêt do that.  Victor is a decent man and it wouldnêt be right to deceive him like that.  She loves Dieter, the war will soon be over and everything will be fine.  ",
28-Aug-14,6,,Esme is less than convinced.  She tells Kitty that she is fooling herself.,
29-Aug-14,1,"Outside Moore Bread, 9am","Calling goodbye to her mother, JESSIE hurries out into the street and almost bumps into Henri who is standing outside the shop doorway, staring in.  She is startled but recognises _LacesÓ immediately.  She apologises nicely and is a bit miffed when he refuses to talk to her.  She even offers to find him a proper shoelace instead of that bit of string.",Jessie
29-Aug-14,2,"Outside St Judeês, 9.30am","ADAM wants to know all about it.  What was _LacesÓ doing there?  Nothing, Jessie says, just staring in the shop window.  Adam is very worried.  _LacesÓ must know that they have been following him.  Now he has found out where Jessie lives.  And if _LacesÓ knows, Mr Boot will know.  They have to be very careful, they could be murdered in their beds.","Adam, Jessie, Mrs Gibbons, Isabel"
29-Aug-14,2,,MRS GIBBONS chivvies them.  We realise we are at the final preparations for the Cake Sale.  In Mrs Gibbonsê world it is a truth universally acknowledged that two children whispering must up to no good.  She accuses them on having designs on the cakes.  Jessie points out that her father is a baker and she doesnêt need those rotten cakes.  Mrs Gibbons is outraged at being spoken back to and it takes the arrival of ISABEL to calm things down.  Adam and Jessie are sent to help RALPH hang some bunting.,
29-Aug-14,2,,"Isabel confirms to a delighted Mrs Gibbons that Gabriel will invite the Prime Minister along.  She reminded her father about it just this morning.  Now that celebrities are invited. Mrs Gibbons is taking full credit for suggesting the Cake and Fancy Goods Sale.  Perhaps the Prime Minister could even be persuaded to open it officially.  As she bustles off, full of her own importance, Isabel sighs.",
29-Aug-14,3,"Outside St Judeês, 10.15am",IVY LAYTON has arrived with the theatre pianist and is arranging with DOROTHEA where they should set up.  The pianist will play throughout the afternoon and she herself will sing a song or two.  It will be like old times for her.,"Ivy, Dorothea, Ralph, Isabel, Adam, Jessie, Mrs Gibbons"
29-Aug-14,3,,RALPH asks Dorothea if they can find space for the Town Crier who has written some patriotic verses and had them printed up for sale.  All the proceeds will go to the Belgian cause.    Dorothea says the only available table is Ralphês tombola.  Perhaps they could move Ralph and he could share Isabelês White Elephant table.  Ralph thinks this is an excellent idea but Isabel suggests that it would be much better for Ralph to share with the Town Crier.   Ralph knows that she is avoiding spending the afternoon with him.,
29-Aug-14,3,,"Dorothea calls Adam and Jessie to help clear space for the Town Crier but in doing so she inadvertently calls Adam, _Sam.Ó  Adam freezes for a second.  Dorothea is mortified but Adam insists itês not a problem.  A moment later, though, he runs off.  Dorothea wants to go after him but Jessie says she will go.",
29-Aug-14,3,,"Mrs Gibbons starts fussing about her daughterês embroidery as Ralph tries to speak to Isabel, only to be politely rebuffed.",
29-Aug-14,4,"Outside St Judeês, 10.30",Jessie finds Adam in a quiet corner of the churchyard.  She has brought him a toffee apple which she has sneaked.  Adam confesses how much he misses Sam _ the pain never gets better or goes away.  People keep telling him that time is going to help but it never seems to.,"Adam, Jessie"
29-Aug-14,4,,"In the distance, the band strikes up.  Jessie uses this to draw Adam back to the Sale.",
29-Aug-14,5,Outside St Judeês 12.00,"The Sale is in full swing.  GABRIEL arrives, as promised, but without the Prime Minister _ to the mortification of Mrs Gibbons who had set her heart on it.  Gabriel says the Prime Minister has sent a message, which cheers her up.","Adam, Jessie, Gabriel, Dorothea, Ivy, Ralph, Isabel, Mrs Gibbons"
29-Aug-14,5,,"Isabel asks if the Prime Minister has really sent a message and Gabriel confesses to bending the truth, much to Ralph and Isabelês amusement.  Gabriel tells Ralph that the first temporary club for soldiers will be opening on Sunday.  Overhearing this, Mrs Gibbons immediately jumps in and all but invites herself to organise it.  Ralph and Gabriel are in equal parts amused and irritated by Mrs Gibbons but Gabriel acknowledges that she is exactly the sort the country needs to win the war.",
29-Aug-14,5,,Mrs Gibbons is coughing a lot.  Isabel asks if she is quite well.  Mrs Gibbons points out all the able bodied young men who are present.  She encourages Isabel to follow suit and cough disapprovingly at them too.  Mrs Gibbons is thinking of joining the White Feather Club which is being organised in town.  Sheêll show these shirkers what she thinks of them.,
29-Aug-14,5,,Dorothea announces that Ivy Layton is about to sing.   Ivy launches into a spirited rendition of _We Donêt Want To Lose You But We Think You Ought To GoÓ (which is both the correct date and out of copyright!).  Everyone watches as she struts up and down twirling her parasol.,
29-Aug-14,5,,Adam grows very quiet as Ivy sings.  He pulls on Jessieês sleeve.  Jessie tells him to be quiet but Adam pulls Jessie away from the crowd.,
29-Aug-14,6,"Outside St Judeês, 12.15","Adam tells Jessie it was the twirling parasol that did it.  She does not understand.  Adam tells her that he has suddenly remembered what happened the day of the lightning strike.  The lightning struck Miss Grahamês parasol and sent it twirling around, just like the singing ladyês.  Adam hesitates but he cannot keep the memory to himself.  He now remembers that on the Sunday school outing he saw the Vicar and Isabel kissing. Jessie is both intrigued and deeply shocked.  So the lightning was meant as a punishment for them!  ","Adam, Jessie"
29-Aug-14,7,"Outside St Judeês, immediately following","As Ivy finishes her song, Gabriel steps up and says that he has just been brought news of a British naval Victory at Heligoland Bight.  Five German ships have been sunk.  After two weeks of worrying news from France, this is a sign that the tide is turning and the war will be over by Christmas.","Adam, Jessie, Gabriel, Ivy"
29-Aug-14,7,,Ivy and the pianist strike up _Rule BritanniaÓ and before long everyone joins in.    ,
29-Aug-14,7,,"As everyone sings, Jessie asks Adam the all important questions.  What are they going to do?  Who should they tell about the Vicar and Miss Graham?",
,,,,
,,,,
1st September,Monday ,,,
,1,"The Leas, 11am","MRS GIBBONS has organised a group of women to walk up and down the Leas handing out white feathers to able bodied young men not in uniform.  She is in her element giving instructions to her group, which includes FLORRIE.  Now that Jack has signed up and gone off to train, Florrie is being very gung ho about the war and doing oneês duty.  As Mrs Gibbons explains what needs to be done, Florrie finds herself a little nervous about actually confronting anyone, especially anyone she perceives to be her social superior.  Mrs Gibbons suggests she confines herself to men of her own class but emphasises that there is nothing to be afraid of.  It is the men who should be afraid.","(Florrie, Mrs Gibbons, Hillary)"
,,,"To demonstrate, Mrs Gibbons chooses a civilian at random, marches up to him and gives him a white feather.  When the man turns, itês HILLARY _ whom Mrs Gibbons recognises and who, in turn, recognises her.  Hillary is unfailingly polite but it leaves Mrs Gibbons with egg on her face, a point Florrie cannot fail to miss.",
,2,"The Station, 11.15","ALBERT is on duty as another boatload of war casualties is unloaded.  Unlike those who arrived last week, these ones are rather badly wounded and Albert is genuinely shocked.  He tries his best to guide them on their way cheerfully but he is shaken.","(Albert, Victor)"
,,,VICTOR approaches him.  They exchange a few words about the condition of the men.  Victor has been hoping to catch Albert here _ he doesnêt get a lot of time away from his duties and the training at Shorncliffe is intensifying.,
,,,"Victor formally asks Albert for his permission to ask Kitty to marry him.  Albert is taken aback but appreciates Victorês courtesy and thoughtfulness _ qualities not always apparent in the youth of today.  Albert says that Kitty will make up her own mind _ sheês an independent girl _ but as far as he is concerned, he would have no objection to having Victor as a son-in-law.  Victor says his next task is to talk to Kitty about it.  Heês more nervous about that than he is about going to France.",
,3,"The Vicarage, 11.15","Somewhat rueful, Hillary tells RALPH about his white feather experience on the Leas.  Ralph is grateful that his dog collar prevents such things happening to him.  Hillary has come to talk about a plan to revive the Boy Scout movement in Folkestone.  He hopes they will be able to take on some simple duties which have hitherto been police responsibilities _ such as guarding wires.  Does Ralph have any likely lads in his parish who might be interested in signing up?  Ralph immediately thinks of Adam.","(Ralph, Hillary)"
,4,"The Wilson House, 1pm",FLORRIE gets home to find ADAM moping about.  She says the least he can do is help around the house _ thereês coal to be brought in so that she can do the laundry.  Adam is withdrawn and wonêt say why.,"(Florrie, Adam, Ralph)"
,,,Ralph arrives to ask Adam about the Boy Scouts.  Florrie leaves them to it.,
,,,"Adam tells Ralph that he remembers what he saw at the Sunday School picnic.  He saw Ralph kissing Miss Graham.  Ralph, deeply shocked as he thought he was free and clear, instinctively denies it.  He tells Adam he was mistaken, that the lightning bolt has muddled his memory and that he must not, on any account, spread such scurrilous and scandalous gossip.  He becomes quite heated and Adam is a little frightened.",
,,,"Florrie comes back to find out what the raised voices were all about and while Ralph is making an excuse, Adam takes the opportunity to run out of the house.",
,5,"The Sea Front, 2pm","JESSIE has been looking for Adam, who did not turn up to follow _LacesÓ this morning.  She has been following Henri but he doesnêt seem to do anything much except cry.  Do spies cry?  Are they perhaps barking up the wrong tree?","(Adam, Jessie)"
,,,"Adam is monosyllabic.  Jessie wants to know whatês wrong.   Adam is utterly miserable because he has convinced himself again that the lightning really was a punishment from God.  Jessie says heês wrong _ it was aimed at the Vicar and Miss Graham.  Adam says he knows Ralph kissed Isabel but though they were hit by the lightning they didnêt spend two weeks in bed like him, or lose a brother.  Whatever Adam did is obviously much worse.",
,,,"Besides, now Ralph is lying about what happened _ a vicar, lying!   He hasnêt suffered any further consequences.  So what Adam is being punished for must be truly terrible _ and what is more terrible than starting the war.    ",
,,,"Jessie tries to comfort him but Adam says that everyone lies, all the time.  Jessie says that she doesnêt.  _I donêt.  Not me.Ó",
,,,Adam accepts this.  But itês not much comfort.,
,6,"The Wilson House, 6pm","Kitty gets home from work.  Florrie is there.  Albert has gone for a pint with Norman Stone.  Heês not himself, itêll do him good.","Kitty, Florrie"
,,,"Albert has, however, told Florrie that Victor is going to propose.  Kitty greets this with no enthusiasm, only irritation, dismissing the idea out of hand.",
,,,"We realise Florrie may have sent Albert to the pub for a reason.  She sits Kitty down and tells her that she thinks she should marry Victor before she starts to show.  Kitty is horrified, she thought she was doing so well keeping the pregnancy hidden.  Does Dad know?  ",
,,,"Florrie gives practical, maternal advice. There is something wonderful about this news despite the illegitimacy. Since the death of Sam there has been little to celebrate.  Florrie even finds herself hoping for twins. She tells Kitty to think about Victorês proposal very seriously.  There can be no future with Dieter, not now, not for the foreseeable future.  And the clock is ticking.  This is a chance to make things right.",
,7,"Florrie and Albertês bedroom, 10.30pm",Florrie is in bed when Albert comes home from the pub.  She notices immediately that he is withdrawn.  It seems her entire family has the weight of the world on their shoulders today.,"(Albert, Florrie)"
,,,"As he settles beside her, she asks him what the matter is.  He tells her that everyone is putting a brave face on everything, all the time.  But he saw a young soldier at the station today with terrible injuries.  He looked about the same age as Jack _ it could have been Jack.  It has upset him.",
,,,"Florrie , trying to cheer him up, says sheêd be very proud of Jack if he took a bullet for King and Country.   We all have to make sacrifices in wartimes.  Albertês just tired, thatês all it is.",
,,,Albert pays lip service to what Florrie is saying but he is far from sure.,
2nd September,Tuesday ,,,
