20-Aug-14,3,1230. On the quayside,there's a lot of shouting and confusion. Hillary manages to get Lillian down to the harbour side. This is Council business. Let them pass.,"Hillary, Lillian"
20-Aug-14,4,The Cart 1240.,"Dorothea is checking that Isabel has coordinated with the Relief Committee. Isabel reassures her that all is well. Dorothea asks if Isabel will be attending  the service Ralph is going to give this afternoon in Saint Jude's. Isabel says she hopes to, it all depends on whether or not they can get away from the quayside. Dorothea confesses that working with Isabel on this great undertaking of theirs has given her a renewed sense of vigour to both herself and Ralph. Isabel says she's glad. Dorothea goes on to say that she hopes the friendship forged between herself and Isabel will continue long into the future.","Dorothea, Isabel"
20-Aug-14,5,1.00. The quayside.,"Hillary wants to know when Sidney will be arriving. Lillian tells him that she is quite capable of documenting the event from the quayside. Hillary is sceptical about her picture taking prowess. Lillian assures him that she is as much a photographer as her husband. Hillary, needing to get the photos taken, acquiesces to the modern minded Lillian who sets about the snapping with Kitty as her assistant. Kitty observes that the refugees don't appear to want to disembark","Hillary, Lillian, Kitty"
20-Aug-14,6,The Quayside. Continuous.,Hillary wants to know what's going on. Harbourman/Police man tells him that the refugees aren't moving. Clr. Graham arrives to oversee the operation and greet the refugees. He has speech prepared. He wants to know why they refugees are not getting out of the boats. Hillary says he has no idea. Clr. Graham observes that it's a bit of a poor show. Especially with all the trouble the Committee has gone to. Hillary wonders if there might be some way to get through to them if there someone who speaks their lingo. Clr. Graham says he may know the very person.,"Hillary, Gabriel"
20-Aug-14,7,1.30. The Quayside.,Dorothea and Isabel are helping unload the cart when Kitty comes up and asks if Isabel might come down to the quayside and assist. Dorothea complains that it's not convenient but Kitty says it urgent.,"Dorothea, Kitty, Isabel"
20-Aug-14,8,2,"Hillary joins Lillian as she photographs the pitiful plight of the refugees. He's shaken as to why they won't disembark. Lillian tells him comments that perhaps that its wretched. What is, asks Hillary. The face of history, she replies.","Hillary, Lillian"
20-Aug-14,9,2.15. The Quayside.,Clr. Graham escorts his daughter to the boat's edge _ is she sure she is up to this? Isabel assures him that she is. Clr. Graham mumbles something about his brave girl and helps Isabel aboard the fishing boat.,"Gabriel, Isabel"
21-Aug-14,1,The Quayside 6pm.,"Isabel reports to Dorothea the stories she's heard from the refugees. Stories of homes attacked, whole villages raise to the ground as the German offensive continues ruthlessly towards France. Dorothea is shocked but resolves to do her best by them.","Isabel, Dorothea"
21-Aug-14,2,The Quayside. 6.15,"Florrie, helping with dispensing articles of clothing asks Kitty to help her. Kitty, wanting to get away to the hotel and visit Dieter, protests that she's been her all day assisting Lillian and that she wants to go home. Florrie insists she stay and help. Kitty, very grumpily, does as she is told.","Florrie, Kitty"
21-Aug-14,3,The Quayside. 7PM.,"Ralph arrives to assist the relief work. Dorothea asks about the Service and Ralph tells her that it was well attended. But what's going on with the refugees _ why aren't they getting off the boats? Dorothea comments that they look half-starved and terrified poor dears. But can't they see we're trying to help them, says Ralph. At this we hear a loud commotion","Ralph, Dorothea"
21-Aug-14,4,21,Victor and the Harbourman try to persuade the Belgians to disembark in Parleevoose French. They are unresponsive. Gradually tiring of the charade Victor tries to force one of them out of his seat. The Belgian -  our Henri _ freaks out and as he leaps to his feet Victor loses his footing and falls into the water with a loud splash and much spluttering.,"Victor, Harbourman, Henri"
21-Aug-14,5,2130,Lillian frustrated by the lack of light _ packs away her gear and speaks with Isabel who is setting up a trestle table laden with clothes. They hear the commotion but Lillian says she should get back to the studio and begin developing these photos. As Lillian leave s they are joined by Ralph who tells them he has been sent over by Dorothea to assist Isabel.,"Lillian, Isabel, Ralph"
21-Aug-14,6,21. 35. Quayside.,"Florrie and Kitty attend to Victor. Victor proclaims that he is lucky to find himself assisted by two angels of mercy. Victor goes on to say what a lovely day he and Kitty had there last week. This is the first Florrie has heard of it. Victor laying on the charm with a trowel goes into the whole if he didn't know better he would have sworn Florrie was Kitty's sister. Florrie, ready to be charmed, plays along. Kitty is horrified by the whole charade says that she and Victor are not in any way, or will ever be, an item. Florrie berates her for dissing a brave soldier like Victor. Kitty can't take it anymore and leaves as the refugees start to get off the boats.","Florrie, Kitty, Victor"
21-Aug-14,7,,Ralph and Isabel are busy handing out blankets and clothes. As they welcome the terrified Belgians they are both moved terribly by their pitiable condition. In a brief lull Ralph tells Isabel that despite everything he cannot regret anything that happened between them. Isabel asks that they do not speak of it and get back to handing out blankets.,"Ralph, Isabel"
21-Aug-14,8,0000. THE Hotel.,Kitty goes down the stairs calling out for Dieter but Dieter has gone.,Kitty
21-Aug-14,9,The Beach. 0100.,PC Stone chases after and tackles a terrified Henri to the ground. Henri tries to run away. PC Stone arrests him and manhandles him up the beach,"Norman, Henri"
22-Aug-14,1,0845. A Street.,"Hillary is involved in a heated discussion about money, or his lack thereof, with Laurent Lecoeur a Belgian refugee. Jacques cannot pay the rent. He has nothing. Hillary is impressed with Jacque's command of English. Jacques says he still has no money for the rent. ","Hillary, Laurent, Jacques"
22-Aug-14,2,09.00 Town Hall.,"Clr. Graham is with a reporter who wants the low down on the Belgian refugee situation. Clr. Graham gives a stock answer that Folkestone, and Folkestone's councillors, must do all they can to meet the challenges of the war. Hillary arrives and sits in on the interview.","Gabriel, Hillary, reporter"
22-Aug-14,3,0915. The Photographers gallery,". Victor turns up to see Kitty and before she can get rid of him in comes a flustered Sidney. He's organised things so that he can photograph the eclipse today. Most exciting. Kitty asks if Lillian will be accompanying him. He says Lillian was up all night developing the prints from last night but she should be able to run things while he's away for an hour over lunch. Now, he's really got to go.","Victor, Kitty, Sidney"
22-Aug-14,4,0920. Town Hall.,"Clr. Graham becomes flustered under the interviewer's questions. He has no idea what the long term effects will be on Folkestone and he has no easy answers to offer. Everyone is working flat out though and he'll thank the reporter to report that. The Reporter takes umbrage at Graham's tone and questions harder. Hillary intervenes trying, as best he can, to take the pressure off Graham. At this moment Sidney arrives, profuse apologies and excuses for being so late. Hillary suggests they not waste any more time and take the picture now.","Gabriel, Hillary, reporter, Sidney"
22-Aug-14,5,1000. The Police Cell,"Isabel turns up at PC Stone's request and is shown in to Henri who is unresponsive to any questions. Isabel speaks French to Henri but she can get no answer. PC Stone, becoming exasperated and complaining that these Belgies don't seem to appreciate the great efforts that are being made on their behalf, I silences by Isabel who offers to arrange to have him picked up and taken to a house where he can stay.","Isabel, Norman"
22-Aug-14,6,1010. The Leas.,"Sidney is setting up his camera when he is approached by a group of ladies. They ask him why he isn't signed up for the War Effort. Sidney tells them to mind their own business but the chief Lady hands his white feather. What's this?, exclaims Sidney. For shame, replies the woman marching off on the search for another victim.","Sidney, Woman"
22-Aug-14,7,1100. The German Consul.,"Adam is back at the Consul with Jessie who tries to talk him out of hanging around by the Consul. Just at this moment the door opens and Mr. Boot and another man come out into the garden smoking cigarettes. Jessie wants to get away, but Adam's not going anywhere. Jessie makes a run for it. This time Adam doesn't hesitate and he goes over to him, holding out the money as he does so, Mr. Boot has no idea who he is. Adam protests and PC Stone on his beat passes the grounds of the Consul. Seeing Adam in there he storms over toward Mr. Boot apologising and threatening all sorts of hell on young Adam. Mr. Boot intervenes _ he's only a child etc. _ let's treat him leniently as long as Adam promises that this will be an end to his nonsense.","Adam, Jessie, Boot, Norman"
22-Aug-14,8,1110. Wilson House.,"Victor turns up with a large bunch of flowers for Florrie who is overwhelmed by their beauty. Victor thanks her again for helping him out last night. Florrie asks him what regiment he's in and when Victor tells him she says her eldest _ Jack _ is in the same regiment. I'll keep an eye out for him, says Victor, with a smile. Florrie tells him Kitty's at work. Victor says he's got a bunch of flowers for her too. He's regular florist today. Florrie shows her flowers to a sad Adam. Victor leans over and asks what's wrong? Florrie says he'll get no sense out of him. Victor asks if he's not going to go and see the eclipse. Adam says no. Victor asks if he'd like to. If they get a move on they can get up to the Leas and see it. ","Victor, Florrie, Adam"
22-Aug-14,9,1130. The Leas.,"Sidney shows Hillary the white feather he has been given. Sidney protests that this war has made people mad. Hillary advises him to forget it and get on and photograph the eclipse. Sidney is curious as to who the foreign gentleman is? Hillary introduces Laurent by saying he has, as of this morning, found gainful employ as his batman.","Sidney, Hillary, Laurent"
22-Aug-14,10,1230. The Leas.,Victor and Adam turn up to see the eclipse. Adam is scared and asks if Victor thinks it's the end of the world. Victor says he shouldn't think so as he instructs Adam in how to use the viewfinder. And now _ her it is _ the eclipse. Adam is excited to see the partial eclipse,"Victor, Adam"
22-Aug-14,11,1900. Graham House.,"Clr. Graham arrives at home- his dinner's not on the table. He goes out into the garden and sees Isabel and Henri. Graham is astounded _ who on earth is this? Isabel says she can't get a word out of him but she thought he could stay with them until a more suitable house has been found. Graham, reluctantly agrees, grumbling about his daughter's predilection for caring for lost sheep.","Gabriel, Isabel, Henri"
25-Aug-14,1,The station.  9am.  ,ALBERT is struggling to keep the Belgian refugees moving with little more than a bit of pidgin French.  KITTY brings him his lunchtime sandwiches _ he forgot them when he left home that morning and Florrie asked her to bring them.  Albert has been on duty virtually non-stop since the refugees started arriving.  Kitty is there to help SIDNEY who is taking photographs of the arriving refugees.  Soldiers have been drafted in from Shorncliffe Camp to help with the marshalling of the Belgians.,"Albert, Kitty, Sidney"
25-Aug-14,1,,"There is a fracas between two groups of Belgians.  Albert seems about to lose control of his area when a soldier steps in to help.  Sidney recognises him as Victor.  Kitty sighs _ it would have to be Victor, wouldn't it!  (Note _ we don't hear Victor's voice)",
25-Aug-14,2,"St Jude's Church Hall, 9.15.  ","DOROTHEA has turned St Jude's Church Hall into dormitory accommodation for refugees.   Now, working alongside Ralph, Dorothea is accepting and sorting donations for the Belgian dormitory.  ","Ralph, Dorothea, Mrs Gibbons, Isabel"
25-Aug-14,2,,"She finds her volunteer companion, MRS GIBBONS, rather a strain.  Mrs Gibbons is a muscular Christian who is doing her duty but is by no means sure about these Belgians who are, after all, foreign.  Mrs Gibbons went to the concert at the Metropole on Sunday, which raised over £28 for the Red Cross.  She thinks they should have their own fundraising event as quickly as possible.  She suggests a _Cake and Fancy Work Saleî _ her married daughter embroiders beautifully _ which they could hold in the church porch and along the path through the churchyard.  She is clearly not going to take no for an answer and a flustered RALPH agrees to the proposal, handing the organisation of it over to Dorothea.",
25-Aug-14,2,,"Just as Dorothea thinks she will lose patience, ISABEL arrives with a donation of extra bedding from the Graham house.  We learn that Gabriel has been co-opted onto the Belgian Refugee Committee which will have its first meeting tomorrow night. (_And not before time!î comments Mrs Gibbons)  Two gentlemen are coming from London to help co-ordinate matters.  We establish that while large numbers of refugees will be sent on to London quite quickly, many will remain in Hastings.  ",
25-Aug-14,2,,"Ralph suggests that Isabel can help organise the Cake Sale.  He asks Isabel to accompany him on his door-to-door journey around the parish. Given that the news from the Front is not encouraging, there is no reason to think the crisis will soon be over.  Ralph will be asking every private household if they can accommodate more Belgians, even if only for a night or two.  Mrs Gibbons emphasises how important it is that Belgians are housed with British families of the right class.  ",
25-Aug-14,2,,"Isabel tells Ralph he will have to go by himself.  She has made other commitments.  She will return to help Dorothea later but this morning she has volunteered to help with the registration of the Belgians at the Husband Memorial Hall.  She speaks fluent French after all and everyone must go where they are needed.  She hurries away.  When Mrs Gibbons tries to tell Ralph what to do, he makes an excuse and follows Isabel.",
25-Aug-14,3,"Outside St Jude's, immediately after.  ","Ralph catches up with Isabel at the side of the road.  He asks her why she doesn't want to spend time with him.  Isabel says this is not a conversation for a public place but Ralph insists.  She says that she cannot bear being close to Ralph and not being allowed to touch him.  Ralph agrees that it's agony and suggests an assignation _ but before anything can be arranged, they are interrupted by Dorothea, in pursuit of Ralph to tell him off for agreeing to the Cake Sale.  Isabel says she will help, and escapes.","Ralph, Isabel, Dorothea"
25-Aug-14,4,The Frost's studio.  11am.  ,"Sidney and Kitty return from the station.  They are met by a new customer, IVY LAYTON, who wants a photograph taken for her war-bound sweetheart.  Ivy has arrived in Folkestone from Maidstone.  She is the new assistant manager at the Pleasure Gardens Theatre.  Kitty is impressed that the theatre manager has a female assistant.  Ivy assures her that it's all entirely above board but, because it is the theatre, people always assume the worst.  In fact, she was once a chorus girl _ that's how she first became involved in the theatre _ but quickly found that management was more her thing.  The only photographs she has of herself are from her chorus girl days and she wants something rather more demure for her sweetheart.","Sidney, Kitty, Ivy"
25-Aug-14,4,,Sidney thinks Ivy could prove a good connection.  The theatre will always want photographs _ it could be a steady line of business.  Ivy talks about the importance of keeping peoples spirits up and the marvellous show they have coming later in the week _ The Arcadians.  One of her very favourites.  Kitty agrees that it sounds memorable and hopes she might be able to go.,
25-Aug-14,5,"Outside the German Consulate,  11.30.  ","JESSIE is bored.  ADAM and Jessie have been watching the place all morning.  Can't they go and do something else?  Adam says Mr Boot can't be trusted.  He lied about giving him the package.  You can't trust people who lie.  Adam is convinced Boot is a spy or a traitor.  They have to continue to watch the German Consulate and keep an eye on anyone going in and out.  They can take it in shifts, if she prefers.  She doesn't _ that would be even more boring."," Adam, Jessie"
25-Aug-14,5,,"Jessie asks if Adam still has the ten shilling note.  He does.  Jessie talks about what they could buy with it but Adam won't have it.  Jessie says they could go and ride the switchback.  Adam says it has been closed.  Adam wonders what else he can do to atone for starting the war?  Jessie says her aunt Ida married a Catholic.  Catholics go to confession.  Once you've confessed your sin, it is wiped away.  Adam is very taken with this idea.",
25-Aug-14,6,St Jude's Hall.  12.00.  ,"Ivy Layton arrives to offer Dorothea her assistance.  Mrs Gibbons is immediately suspicious of Ivy because she is in showbusiness but, to her chagrin, Dorothea says everyone is welcome if they are prepared to work.  When the subject of the Cake Sale comes up, Ivy confesses to being a terrible cook (which Mrs Gibbons regards as a sign of moral turpitude) but then has the idea that she could perhaps sing _ and persuade some of the visiting artistes at the theatre to provide entertainment.  Dorothea thinks this is a splendid idea and overrides Mrs Gibbons objections.","Ivy, Dorothea, Mrs Gibbons, Norman"
25-Aug-14,6,,"PC NORMAN STONE brings Henri to Dorothea and Mrs Gibbons. Henri has been in prison over the weekend but as far as Norman can tell he's more upset than dangerous.  Dorothea asks after the Stone family.  Hearing there are a lot of boys, Mrs Gibbons says she hopes they will be joining up.",
25-Aug-14,6,,"Dorothea finds Henri a place at the dormitory but despite the best efforts of Dorothea and Mrs Gibbons, he will not speak.  Mrs Gibbons talks very loudly, as if this will help him to understand.  She wants to know why one of his boots has been laced with string.",
25-Aug-14,7,The Wilson house.  6pm.  ,"Kitty is making supper as Albert gets home from a long, hard day.  Florrie is out delivering laundry back to her customers.  Adam sits down with Albert and asks him the question he's being dying to ask all day.  Could he become a Catholic?  Albert gives him short shrift and Kitty teases him about bells and smells.","Kitty, Adam, Albert"
25-Aug-14,8,The Vicarage.  9pm.  ,"Dorothea is writing letters, Ralph is reading the newspaper he hasn't had time to read yet.  Ralph warns Dorothea not to overtire herself.  When Ralph acknowledges that the news from France is not good, Dorothea suggests they send Mrs Gibbons to fight the Hun.  The war would be over by Friday.  It is the first joke Ralph has heard Dorothea make for a long time.","Ralph, Dorothea"
26-Aug-14,1,The Frosts' studio.  11am.   ,"When VICTOR turns up, KITTY is not pleased to see him and avoids him.  Victor has come to see Sidney, who asked him to call when they met at the station yesterday.  LILLIAN knows what this is about _ in fact, it is her idea.  The Frosts want to offer a free portrait photograph in uniform for any soldier going to the Front _ all they would have to pay for is the prints they order.  They need a photograph for their advertising campaign and, as Victor was such a hit in the civilian shots a couple of weeks ago, they wonder if he would be willing to be the poster boy for their new scheme.  The only fee they could offer would be as many prints as he wants.  ","Victor, Kitty, Lillian"
26-Aug-14,1,,"Victor is modest and self-effacing about his looks but agrees, on condition that Kitty will be present at the session.  It's a surprising condition and Lillian is intrigued.  She agrees.  She asks Victor if he has time to stay for a cup of tea.",
26-Aug-14,2,"St Jude's Vicarage, 11.10am.   ",RALPH is on the telephone to Hillary (unheard) about tonight's Refugee Committee meeting when he sees ADAM has found his way into his study.  He ends the call with Hillary and gives the boy his attention.,"Adam, Ralph"
26-Aug-14,2,,"Adam tells Ralph that he wants to confess his sins, like Catholics do.  Ralph explains that the Anglican church doesn't take routine confessions _ and he can't imagine that Adam can have done anything bad enough to justify making an exception to the rule.  Gently, he tells the boy that we all have sins we wish to be cleansed of, even Ralph himself.  Instead of confessing, the Anglican way is to atone, to wash our souls clean by good deeds.  Adam says that that seems very hard.  Ralph agrees.  Adam asks what good deeds he could do.  Ralph suggests that Adam help Dorothea with the cake sale.",
26-Aug-14,3,"The Frosts' studio, 11.15am.  ","Kitty brings tea for Lillian and Victor.  Lillian asks her to join them and then leaves when the shop bell rings.  Kitty is short with Victor.  He asks if he has done something to offend her.  Kitty says, tartly, that he has spent the last week trying to ingratiate himself with her family even though she has told him there is someone else.  (If she didn't say that in week 3, she could say it here).  Victor says he wants to make a good impression because he likes her very much, enjoys her company and would very much like to see her again.","Kitty, Victor, Lillian"
26-Aug-14,3,,Victor asks lots of questions about Kitty's young man.  She finds it increasingly difficult to answer.,
26-Aug-14,3,,"Lillian returns.  The shop customer was Ivy Layton who has dropped off two complimentary tickets for The Arcadians at the Pleasure Gardens Theatre at the end of the week.  Unfortunately, she and Sidney are otherwise engaged.  Perhaps Victor would like them?  Victor is delighted but has nobody to take.  Lillian says that Kitty had expressed a desire to see the show.  Victor says he would like to invite her for supper beforehand.  Kitty is furious with them both but, with Lillian demolishing every objection she tries, she cannot reasonably refuse.",
26-Aug-14,4,"Outside the German Consulate, 12.00.  ","JESSIE has been holding the fort when Adam arrives and tells her what Ralph said.   Jessie wonders what Ralph could have done that he would want to wash himself free of sin.  Do vicars sin?  And if so, what kind of sins do they commit?","Adam, Jessie"
26-Aug-14,4,,"Jessie speculates, rather shocking Adam.  Jessie speculates that maybe the lightning strike wasn't God punishing Adam.  Maybe he was punishing someone else.  What if it was the Vicar?   It's not as if Adam was turned into a pillar of salt, like Lot's wife.  In any case, Adam and Jessie decide to do as many good deeds as they can.  To Jessie's frustration, Adam says that watching the German Consulate counts as a good deed. ",
26-Aug-14,5,"Husband Memorial Hall, 12.30.  ","ISABEL is interviewing and registering Belgians newly arrived at the harbour.  The next person she interviews is MARIEKE and her baby MATHIEU.  Marieke is stressed, the baby fretful.  Marieke is a housemaid from Louvain and saw terrible things when the Germans entered the town.  She herself was assaulted and almost raped.  Isabel is the first person she has been able to talk to about this so it pours out in a rush, even though Isabel has a queue of people waiting to be seen.  Marieke speaks broken English because her former mistress, now dead, was Scottish and married a Belgian.","Isabel, Marieke"
26-Aug-14,5,,"Isabel gently asks about Mathieu and his father.  Marieke explains that the boy is not actually her baby.  She found him crying on a street corner in Louvain and has been looking after him ever since.  But she has grown fond of him and does not want to be separated from him.  She begs Isabel to find her a home where she can look after the child.  Isabel explains that it isn't easy to find long term accommodation for a mother with an infant but for tonight she will have a bed at St Jude's.  If Marieke would like to go through to the next room and have something to eat, Isabel will take her there later.  ",
26-Aug-14,6,The German Consulate 2pm.  ,"Adam and Jessie are still watching.  They speculate about the tower and how easy it would be to send signals from the windows at the top.  Jessie notices a man standing quite still across the road, staring at them.   It is Henri _ we identify him because Jessie immediately spots that one of his boots is tied up with string.  He has somehow sneaked up on them.  Where did he come from? asks Adam.  Did he come from the Consulate?  Jessie didn't see.  Adam is frustrated.  They christen Henri _Lacesî because of his odd footwear.  ","Adam, Jessie"
26-Aug-14,6,,Adam and Jessie duck behind a wall as Mr Boot comes down the hill.  They watch as (unheard)  Mr Boot says a few words to Henri and gives him some money.  Adam and Jessie decide that this is very suspicious indeed and set off to follow Henri as he disappears down towards the harbour.  ,
26-Aug-14,7,"The Harbourside, 3pm.  ","Another boat of refugees has arrived and, as usual, a crowd has gathered to watch it.   Isabel and Marieke, heading for St Jude's, meet Ralph coming down to help _ their exchange is formal and awkward, though Ralph is very nice to Marieke and makes a fuss of Mathieu.","Ralph, Isabel, Marieke, Adam, Jessie"
26-Aug-14,7,,"Adam and Jessie have followed Henri.  Jessie says he doesn't seem very suspicious to her.  All he is doing is staring at the crowd and looking sad.  There are plenty of people who are doing that.  Adam says that that is his cover.  _Lacesî may not have done anything suspicious yet, but he will!",
27-Aug-14,1,"The Vicarage, 8am","RALPH and DOROTHEA are having breakfast when ESME runs in to say that Dorothea must come at once.  MRS GIBBONS is in the hall, making the most dreadful fuss.  Ralph escapes as Mrs Gibbons barges in, demanding immediate action.","Ralph, Dorothea, Esme, Mrs Gibbons"
27-Aug-14,1,,Dorothea assumes it is something to do with the Cake Sale but Mrs Gibbons quickly tells her that she has arrived to find uproar at the Church Hall.  That baby has been screaming all night.  Nobody has had a wink of sleep and everyone is complaining loudly.  Something must be done.,
27-Aug-14,1,,Dorothea undertakes to telephone Isabel to see if Marieke can be quickly and easily rehomed.,
27-Aug-14,2,"Graham House, 8.15am","GABRIEL is stressed and ISABEL is quick to recognise the signs.  It's one meeting after another for Gabriel.  Last night's Belgian Refugee Committee meeting went well but the Mayor has asked him to speak tonight at the Call To Arms meeting at the Town Hall.  Why he should be called upon, he has no idea.  The Mayor will be speaking and so will the Archbishop of Canterbury.  They are forming a new battalion of the Buffs and want to fill it with local men.  Will Isabel help him with his speech?","Gabriel, Isabel, Dorothea"
27-Aug-14,2,,Isabel says that she will do everything she can but she has a busy day herself.  Gabriel reminds her that she has a duty to him but she replies that she also has a duty to her country and St Jude's.,
27-Aug-14,2,,"The conversation is interrupted by Dorothea's telephone call.  Gabriel answers crossly and passes it to Isabel, reminding her that it was only installed for his important council business.  Isabel listens as Dorothea explains the Marieke problem.  Seeing an immediate solution, she asks Gabriel if they could put up a Belgian mother and child for a few nights.  Gabriel, already out of sorts, is not prepared to have the disruption of a child in the house.  Isabel tells Dorothea she will come to St Jude's immediately to sort things out.",
27-Aug-14,3,"The Vicarage, 9am","Esme is trying to cope with all the activity _ the telephone ringing, donations arriving for the dormitory, instructions from Dorothea about the Cake Sale and interference from Mrs Gibbons on the same subject.  When she finally finds herself alone in the hallway, Esme suddenly stops dead, bursts into tears and sits down on the stairs.","Esme, Dorothea, Mrs Gibbons, Isabel"
27-Aug-14,3,,"Isabel finds her there.  Esme is immediately all apologies but Isabel is enormously sympathetic, which makes Esme warm to her even more.  Isabel tells Esme she has an idea which solve all their problems.",
27-Aug-14,4,"The Church Hall, 9.15am.","Mathieu is still wailing.  Mrs Gibbons is giving MARIEKE a difficult time about it, despite Dorothea's increasingly firm interventions.  Clearly a row is building between Dorothea and Mrs Gibbons.","Marieke, Dorothea, Mrs Gibbons, Esme, Isabel"
27-Aug-14,4,,"Isabel arrives from the Vicarage, with Esme in tow. Isabel has a proposition.  She asks Dorothea to take in Marieke at the Vicarage.  She has already considered the practicalities.  Marieke could either share with Esme or the box room could be made ready for both Marieke and the baby.  Marieke is an experienced housemaid, after all, and can soon be trained to Dorothea's ways.  ",
27-Aug-14,4,,"When she realises that Dorothea is being offered what she perceives to be a ‚cheap servant', Mrs Gibbons offers her home as an alternative.  But seeing Marieke's dismay at that prospect, Dorothea agrees briskly to Isabel's proposal.",
27-Aug-14,4,,Esme is not happy at the idea of sharing her room so is very helpful about reorganising the box room.,
27-Aug-14,5,"The Graham House, 2pm","Gabriel is practising his speech for the Call To Arms meeting tonight and is annoyed to be interrupted by the phone ringing yet again.  This time it's RALPH, with the news that the first wounded arrived home quietly this morning.  More are expected this afternoon and quite a crowd is expected at the Harbour.  There are plans to make quite a fuss of ‚our boys' and it would be tremendous if Gabriel could be there to welcome them.  ","Gabriel, Ralph"
27-Aug-14,6,"The Harbourside, 3.30.","A crowd has gathered, with a band, to welcome the returning wounded.  Ralph, Dorothea, Isabel and Mrs Gibbons have come down from St Jude's and are part of the crowd (helping us to dramatise the events).  Hillary joins them and we hear Gabriel at a distance giving a welcoming address.  We establish that the soldiers are not badly wounded but, as they are driven away to Shorncliffe Camp, Ralph comments that with the war news continuing to be bad and the BEF retreating, it won't be long before they will have to steel themselves for more serious casualties.","Gabriel, Ralph, Isabel, Dorothea, Mrs Gibbons"
27-Aug-14,7,"The Vicarage, 7pm","Ralph and Dorothea are having dinner, with Esme serving, when they are disturbed by the cry of a wailing Mathieu.  Dorothea hurries upstairs to sort things out and Marieke is frightened they will be thrown out again.  But no _ Dorothea is charmed by Mathieu and he immediately calms down when she holds him.","Ralph, Dorothea, Esme, Marieke"
27-Aug-14,7,,Dorothea says they should at least try to find the baby's parents.  There must be lots of other Belgian refugees looking for their loved ones.  She will speak to Hillary about tomorrow.,
27-Aug-14,7,,Marieke sings a quiet lullaby to the now sleeping Mathieu.,
28-Aug-14,1,"Hillary's Office, 5pm","HILLARY apologises for keeping DOROTHEA for most of the day but it has been one thing after another.  It turns out that last night's Call To Arms meeting was not only a success but rather timely as Kitchener has this morning asked for another 100,000 volunteers.  And did she know that the Prime Minister was expected in Folkestone tomorrow.   Councillor Graham will be among the reception committee.","Hillary, Dorothea"
28-Aug-14,1,,"Dorothea asks Hillary if he would ask Gabriel to invite the Prime Minister along to her Cake Sale, if he has time.  It has grown into a rather larger event than she had anticipated, with music and entertainments.  She'll ask Isabel to prevail on her father too.",
28-Aug-14,1,,"But, of course, this is not what she has come to talk about.  Given the difficulties of the refugees finding their loved ones, and given that the newspaper is only published weekly, she has come up with an idea.  What does Hillary think of putting up a noticeboard outside the Town Hall where people could leave messages for one another?  A sort of Lost Property Office for people.",
28-Aug-14,1,,Hillary not only thinks it's a good idea but quick and easy to put into practice.  He further suggests that Dorothea could speak to the Frosts.  Perhaps they could take photographs of people seeking their lost loved ones.  ,
28-Aug-14,2,"The Wilson House, 5.30pm","VICTOR calls for KITTY to take her for a light supper before the theatre.  She is surprised.  She had arranged to meet him at the restaurant.  He says, with wry humour, that he was afraid she wouldn't turn up.  She concedes that she has thought about it.  Then, says Victor, it is a good thing he came, isn't it?  His gentle manner causes Kitty to thaw a bit.  They set off together but she refuses his offer of an arm.  After all, it's just two people going for a bite to eat.  She doesn't want to give anyone the wrong idea.","Victor, Kitty"
28-Aug-14,3,"The Vicarage, 6pm","Dorothea arrives home to find Esme leaving for her evening off.  Dorothea asks Esme how Marieke is settling in.  Esme says she seems much calmer.  When is she supposed to start helping her in the house.? Dorothea says that should be Esme's decision, and Cook's.  As soon as Esme thinks Marieke is ready, Dorothea will speak to her about it.  Esme is flattered to be entrusted with that responsibility.  ","Esme, Dorothea"
28-Aug-14,3,,"Esme warns Dorothea that Marieke's English is far from fluent.  Dorothea says that she is sure Esme can teach her.  Again, Esme is pleased.  She feels valued.",
28-Aug-14,4,"Restaurant, 6.05pm","Kitty and Victor are eating.  Kitty is concerned that Victor is spending too lavishly but he reassures her that he has money and nobody to spend it on.  As they eat, Victor talks about friendship and respect.  We see _ as does Kitty - how lonely and rather constrained his life has been.  How he doesn't want to go off to fight with nobody but Aunt Phyllis to write to.  ","Victor, Kitty"
28-Aug-14,4,,"He talks about there being all manner of relationships possible between people.  It's not just a question of friends, or sweethearts, or spouses.  There are so many variations in between.",
28-Aug-14,4,,He asks if he could write to her when he goes to France _ as a friend.  He knows that there is this other chap and he's the love of her life but he'd appreciate it.,
28-Aug-14,4,,"He draws Kitty out, lowering her guard.  She talks about her feelings for _the other chapî and Victor is sympathetic.  She says he should find a better penfriend.  If he knew all about her he wouldn't be so keen to befriend her.",
28-Aug-14,4,,"Gently, Victor tells her that he knows that ‚the other chap' isn't coming back.  Kitty is astonished.  How could he know that?  Victor admits that Lillian said something.  Kitty is cross _ Lillian shouldn't have poked her nose in.   But Victor smoothes things over by saying that Lillian spoke up because she cares about Kitty.  She is lucky to have so many people care about her.",
28-Aug-14,5,"The Vicarage, 10pm","On the landing outside the box room, Dorothea looks in on Mathieu and Marieke, both of whom are sleeping soundly.  Quietly, Ralph comes up behind her.  He didn't know where she was, he was concerned.  They talk about Mathieu and how charmed they both are by the child.  Dorothea tells Ralph that she's sure Mathieu will soon be reunited with his parents.  ","Ralph, Dorothea"
28-Aug-14,5,,It is the easiest and most affectionate we have seen them.  Ralph is concerned that Dorothea is overstretching herself but she says she likes feeling useful and hasn't been so happy in years.  They bid each other goodnight and go to their own rooms.,
